Variant_Index	Reference_Index
83262	1091739
83262	1091771
83262	1091777
83262	1091779
83262	1091781
83262	1091783
83262	1091789
83262	1091792
83262	1091794
83262	1091796
83262	1091798
83262	1091800
83263	1091640
83263	1091641
83263	1091710
83263	1091777
83263	1091779
83263	1091781
83263	1091783
83263	1091789
83263	1091792
83263	1091794
83263	1091796
83263	1091798
83263	1091800
83264	1091640
83264	1091641
83264	1091671
83264	1091704
83264	1091710
83264	1091740
83264	1091772
83264	1091777
83264	1091779
83264	1091781
83264	1091783
83264	1091789
83264	1091792
83264	1091794
83264	1091796
83264	1091798
83264	1091800
83265	1091838
83265	1091839
83265	1091840
83266	1091838
83266	1091839
83266	1091840
83266	1091844
83267	1091838
83267	1091839
83267	1091840
83267	1091844
83268	1091838
83268	1091839
83268	1091840
83268	1091844
83269	1091838
83269	1091839
83269	1091840
83269	1091844
83270	1091838
83270	1091839
83270	1091840
83270	1091844
83271	1091838
83271	1091839
83272	1091838
83272	1091839
83273	1091838
83273	1091839
83274	1091838
83274	1091839
83275	1091838
83275	1091839
83275	1091841
83275	1091845
83276	1091838
83276	1091839
83276	1091841
83276	1091845
83277	1091838
83277	1091839
83277	1091841
83277	1091845
83278	1091838
83278	1091839
83278	1091841
83278	1091845
83279	1091838
83279	1091839
83279	1091841
83279	1091845
83280	1091838
83280	1091839
83280	1091841
83280	1091845
83281	1091838
83281	1091839
83282	1091838
83282	1091839
83283	1091838
83283	1091839
83284	1091838
83284	1091839
83285	1091838
83285	1091839
83285	1091842
83285	1091846
83285	1091848
83285	1091849
83286	1091838
83286	1091839
83286	1091842
83286	1091846
83286	1091848
83286	1091849
83287	1091838
83287	1091839
83287	1091842
83287	1091846
83287	1091848
83287	1091849
83288	1091838
83288	1091839
83288	1091843
83288	1091847
83289	1092297
83289	1092298
83290	1092297
83290	1092298
83291	1092297
83291	1092298
83291	1092306
83291	1092330
83292	1092297
83292	1092298
83293	1092297
83293	1092298
83293	1092308
83293	1092332
83294	1092297
83294	1092298
83295	1092297
83295	1092298
83295	1092309
83295	1092333
83296	1092297
83296	1092298
83296	1092309
83296	1092333
83297	1092297
83297	1092298
83297	1092309
83297	1092333
83298	1092297
83298	1092298
83298	1092309
83298	1092333
83299	1092297
83299	1092298
83299	1092309
83299	1092333
83300	1092297
83300	1092298
83301	1092297
83301	1092298
83301	1092310
83301	1092334
83302	1092297
83302	1092298
83302	1092310
83302	1092334
83303	1092297
83303	1092298
83304	1092297
83304	1092298
83305	1092297
83305	1092298
83305	1092311
83305	1092335
83306	1092297
83306	1092298
83306	1092312
83306	1092336
83307	1092297
83307	1092298
83307	1092312
83307	1092336
83308	1092297
83308	1092298
83309	1092297
83309	1092298
83309	1092313
83309	1092337
83310	1092297
83310	1092298
83310	1092313
83310	1092337
83311	1092297
83311	1092298
83311	1092313
83311	1092337
83312	1092297
83312	1092298
83312	1092313
83312	1092337
83313	1092297
83313	1092298
83313	1092313
83313	1092337
83314	1092297
83314	1092298
83314	1092313
83314	1092337
83315	1092297
83315	1092298
83315	1092313
83315	1092337
83316	1092297
83316	1092298
83316	1092313
83316	1092337
83317	1092297
83317	1092298
83317	1092313
83317	1092337
83318	1092297
83318	1092298
83318	1092313
83318	1092337
83319	1092297
83319	1092298
83320	1092297
83320	1092298
83320	1092314
83320	1092338
83321	1092297
83321	1092298
83321	1092314
83321	1092338
83322	1092297
83322	1092298
83323	1092297
83323	1092298
83323	1092315
83323	1092339
83324	1092297
83324	1092298
83324	1092316
83324	1092340
83325	1092297
83325	1092298
83325	1092316
83325	1092340
83326	1092297
83326	1092298
83326	1092316
83326	1092340
83327	1092297
83327	1092298
83327	1092316
83327	1092340
83328	1092297
83328	1092298
83329	1092297
83329	1092298
83329	1092319
83329	1092343
83330	1092297
83330	1092298
83330	1092320
83330	1092344
83331	1092297
83331	1092298
83331	1092320
83331	1092344
83332	1092297
83332	1092298
83332	1092320
83332	1092344
83333	1092297
83333	1092298
83334	1092297
83334	1092298
83334	1092321
83334	1092345
83335	1092297
83335	1092298
83335	1092321
83335	1092345
83336	1092297
83336	1092298
83336	1092321
83336	1092345
83337	1092464
83337	1092465
83337	1092470
83337	1092477
83337	1092480
83337	1092486
83337	1092494
83338	1092464
83338	1092465
83338	1092471
83338	1092478
83338	1092480
83338	1092487
83338	1092495
83339	1092464
83339	1092465
83339	1092472
83339	1092479
83339	1092480
83339	1092488
83339	1092496
83340	1092507
83340	1092508
83340	1092518
83340	1092527
83340	1092529
83341	1092507
83341	1092508
83341	1092513
83341	1092522
83341	1092529
83341	1092531
83341	1092536
83341	1092542
83341	1092546
83342	1092507
83342	1092508
83342	1092513
83342	1092522
83342	1092529
83342	1092531
83342	1092536
83342	1092542
83342	1092546
83343	1092507
83343	1092508
83343	1092513
83343	1092522
83343	1092529
83343	1092531
83343	1092536
83343	1092542
83343	1092546
83344	1092507
83344	1092508
83344	1092512
83344	1092521
83344	1092529
83344	1092531
83344	1092535
83344	1092541
83344	1092546
83345	1092507
83345	1092508
83345	1092529
83345	1092531
83345	1092546
83346	1092737
83346	1092738
83346	1092745
83346	1092753
83346	1092756
83346	1092763
83346	1092771
83346	1092774
83346	1092776
83346	1092780
83347	1092737
83347	1092738
83347	1092745
83347	1092753
83347	1092756
83347	1092763
83347	1092771
83347	1092774
83347	1092776
83347	1092780
83348	1092803
83348	1092804
83348	1092827
83348	1092828
83348	1092841
83348	1092845
83348	1092859
83348	1092866
83349	1092803
83349	1092804
83349	1092827
83349	1092828
83349	1092840
83349	1092845
83349	1092858
83349	1092866
83350	1092803
83350	1092804
83350	1092827
83350	1092828
83350	1092840
83350	1092845
83350	1092858
83350	1092866
83351	1092803
83351	1092804
83351	1092827
83351	1092828
83351	1092845
83351	1092866
83352	1092803
83352	1092804
83352	1092827
83352	1092828
83352	1092838
83352	1092845
83352	1092856
83352	1092866
83352	1092867
83352	1092868
83353	1092803
83353	1092804
83353	1092827
83353	1092828
83353	1092838
83353	1092845
83353	1092856
83353	1092866
83353	1092867
83354	1092803
83354	1092804
83354	1092827
83354	1092828
83354	1092835
83354	1092845
83354	1092854
83355	1092803
83355	1092804
83355	1092827
83355	1092828
83355	1092834
83355	1092845
83355	1092853
83356	1092803
83356	1092804
83356	1092827
83356	1092828
83356	1092834
83356	1092845
83356	1092853
83357	1092803
83357	1092804
83357	1092827
83357	1092828
83357	1092834
83357	1092845
83357	1092853
83358	1092803
83358	1092804
83358	1092827
83358	1092828
83358	1092845
83359	1092803
83359	1092804
83359	1092827
83359	1092828
83359	1092831
83359	1092845
83359	1092850
83360	1093276
83360	1093277
83360	1093297
83360	1093316
83360	1093318
83360	1093322
83360	1093324
83360	1093326
83360	1093344
83360	1093362
83360	1093364
83361	1093276
83361	1093277
83361	1093296
83361	1093315
83361	1093318
83361	1093322
83361	1093324
83361	1093326
83361	1093343
83361	1093361
83361	1093364
83362	1093276
83362	1093277
83362	1093294
83362	1093313
83362	1093318
83362	1093322
83362	1093324
83362	1093326
83362	1093341
83362	1093359
83362	1093364
83363	1093276
83363	1093277
83363	1093292
83363	1093311
83363	1093318
83363	1093322
83363	1093324
83363	1093326
83363	1093339
83363	1093357
83363	1093364
83364	1093276
83364	1093277
83364	1093291
83364	1093310
83364	1093318
83364	1093322
83364	1093324
83364	1093326
83364	1093338
83364	1093356
83364	1093364
83365	1093584
83365	1093585
83365	1093604
83365	1093631
83365	1093640
83366	1093584
83366	1093585
83366	1093593
83366	1093602
83366	1093604
83366	1093615
83366	1093627
83366	1093631
83366	1093640
83367	1093584
83367	1093585
83367	1093592
83367	1093601
83367	1093604
83367	1093614
83367	1093626
83367	1093631
83367	1093640
83368	1093584
83368	1093585
83368	1093591
83368	1093600
83368	1093604
83368	1093613
83368	1093625
83368	1093631
83368	1093640
83369	1093584
83369	1093585
83369	1093591
83369	1093600
83369	1093604
83369	1093613
83369	1093625
83369	1093631
83369	1093640
83370	1093584
83370	1093585
83370	1093591
83370	1093600
83370	1093604
83370	1093613
83370	1093625
83370	1093631
83370	1093640
83371	1093584
83371	1093585
83371	1093590
83371	1093599
83371	1093604
83371	1093612
83371	1093624
83371	1093631
83371	1093640
83372	1093584
83372	1093585
83372	1093590
83372	1093599
83372	1093604
83372	1093612
83372	1093624
83372	1093631
83372	1093640
83373	1093584
83373	1093585
83373	1093589
83373	1093598
83373	1093604
83373	1093611
83373	1093623
83373	1093631
83373	1093640
83374	1093584
83374	1093585
83374	1093589
83374	1093598
83374	1093604
83374	1093611
83374	1093623
83374	1093631
83374	1093640
83375	1093584
83375	1093585
83375	1093589
83375	1093598
83375	1093604
83375	1093611
83375	1093623
83375	1093631
83375	1093640
83376	1093584
83376	1093585
83376	1093588
83376	1093597
83376	1093604
83376	1093610
83376	1093622
83376	1093631
83376	1093640
83376	1093642
83377	1093584
83377	1093585
83377	1093604
83377	1093608
83377	1093620
83377	1093629
83377	1093630
83377	1093631
83377	1093635
83377	1093639
83378	1093584
83378	1093585
83378	1093604
83378	1093631
83379	1093584
83379	1093585
83379	1093604
83379	1093606
83379	1093618
83379	1093631
83379	1093633
83379	1093637
83380	1093776
83380	1093777
83380	1093780
83380	1093783
83380	1093785
83380	1093788
83380	1093792
83380	1093799
83380	1093801
83380	1093803
83380	1093804
83380	1093806
83380	1093810
83380	1093812
83381	1093854
83381	1093855
83381	1093861
83381	1093862
83382	1093854
83382	1093855
83382	1093861
83382	1093862
83383	1093854
83383	1093855
83383	1093861
83383	1093862
83384	1093880
83384	1093881
83384	1093890
83384	1093899
83385	1093880
83385	1093881
83385	1093890
83385	1093899
83386	1093919
83386	1093920
83386	1093927
83386	1093934
83387	1093919
83387	1093920
83387	1093926
83387	1093933
83388	1093919
83388	1093920
83388	1093926
83388	1093933
83389	1093919
83389	1093920
83389	1093925
83389	1093932
83390	1093919
83390	1093920
83390	1093925
83390	1093932
83391	1093919
83391	1093920
83391	1093941
83392	1093919
83392	1093920
83392	1093924
83392	1093931
83392	1093941
83392	1093946
83392	1093953
83393	1093919
83393	1093920
83393	1093924
83393	1093931
83393	1093941
83393	1093946
83393	1093953
83394	1093919
83394	1093920
83394	1093923
83394	1093930
83394	1093941
83394	1093945
83394	1093952
83395	1093919
83395	1093920
83395	1093922
83395	1093929
83395	1093941
83395	1093944
83395	1093951
83396	1093919
83396	1093920
83396	1093922
83396	1093929
83396	1093941
83396	1093944
83396	1093951
83397	1093919
83397	1093920
83397	1093922
83397	1093929
83397	1093941
83397	1093944
83397	1093951
83398	1093919
83398	1093920
83398	1093922
83398	1093929
83398	1093941
83398	1093944
83398	1093951
83399	1093919
83399	1093920
83399	1093922
83399	1093929
83399	1093941
83399	1093944
83399	1093951
83400	1093919
83400	1093920
83400	1093922
83400	1093929
83400	1093941
83400	1093944
83400	1093951
83401	1093919
83401	1093920
83401	1093941
83402	1093919
83402	1093920
83402	1093935
83402	1093936
83402	1093937
83402	1093938
83402	1093941
83402	1093943
83402	1093950
83403	1093919
83403	1093920
83403	1093935
83403	1093936
83403	1093937
83403	1093938
83403	1093941
83403	1093943
83403	1093950
83404	1093919
83404	1093920
83404	1093941
83404	1093988
83404	1093989
83405	1093919
83405	1093920
83405	1093941
83405	1093988
83405	1093989
83406	1094066
83406	1094067
83406	1094069
83406	1094078
83406	1094089
83407	1094066
83407	1094067
83407	1094069
83407	1094078
83407	1094089
83408	1094066
83408	1094067
83408	1094069
83408	1094078
83408	1094089
83409	1094066
83409	1094067
83409	1094089
83410	1094066
83410	1094067
83410	1094071
83410	1094080
83410	1094089
83411	1094066
83411	1094067
83411	1094071
83411	1094080
83411	1094089
83412	1094066
83412	1094067
83412	1094071
83412	1094080
83412	1094089
83413	1094066
83413	1094067
83413	1094072
83413	1094081
83413	1094089
83414	1094066
83414	1094067
83414	1094072
83414	1094081
83414	1094089
83415	1094066
83415	1094067
83415	1094072
83415	1094081
83415	1094089
83416	1094066
83416	1094067
83416	1094072
83416	1094081
83416	1094089
83417	1094066
83417	1094067
83417	1094089
83418	1094066
83418	1094067
83418	1094074
83418	1094083
83418	1094089
83419	1094066
83419	1094067
83419	1094074
83419	1094083
83419	1094089
83420	1094066
83420	1094067
83420	1094074
83420	1094083
83420	1094089
83421	1094066
83421	1094067
83421	1094075
83421	1094084
83421	1094089
83421	1094091
83421	1094093
83422	1094066
83422	1094067
83422	1094075
83422	1094084
83422	1094089
83422	1094091
83422	1094093
83423	1094066
83423	1094067
83423	1094075
83423	1094084
83423	1094089
83423	1094091
83423	1094093
83424	1094066
83424	1094067
83424	1094076
83424	1094085
83425	1094066
83425	1094067
83425	1094076
83425	1094085
83426	1094066
83426	1094067
83426	1094077
83426	1094086
83426	1094087
83427	1094098
83427	1094099
83427	1094100
83427	1094101
83427	1094102
83427	1094111
83427	1094120
83427	1094121
83428	1094100
83428	1094101
83429	1094100
83429	1094101
83429	1094103
83429	1094112
83430	1094100
83430	1094101
83430	1094103
83430	1094112
83431	1094100
83431	1094101
83431	1094103
83431	1094112
83432	1094100
83432	1094101
83432	1094103
83432	1094112
83433	1094100
83433	1094101
83433	1094103
83433	1094112
83434	1094100
83434	1094101
83434	1094104
83434	1094113
83435	1094100
83435	1094101
83435	1094104
83435	1094113
83436	1094100
83436	1094101
83436	1094104
83436	1094113
83437	1094100
83437	1094101
83437	1094104
83437	1094113
83438	1094100
83438	1094101
83438	1094104
83438	1094113
83439	1094100
83439	1094101
83439	1094104
83439	1094113
83440	1094100
83440	1094101
83440	1094104
83440	1094113
83441	1094100
83441	1094101
83441	1094104
83441	1094113
83442	1094100
83442	1094101
83442	1094104
83442	1094113
83443	1094100
83443	1094101
83443	1094104
83443	1094113
83444	1094100
83444	1094101
83444	1094104
83444	1094113
83445	1094100
83445	1094101
83445	1094104
83445	1094113
83446	1094100
83446	1094101
83446	1094104
83446	1094113
83447	1094100
83447	1094101
83447	1094104
83447	1094113
83448	1094100
83448	1094101
83448	1094104
83448	1094113
83449	1094100
83449	1094101
83450	1094100
83450	1094101
83450	1094105
83450	1094114
83451	1094100
83451	1094101
83451	1094105
83451	1094114
83452	1094100
83452	1094101
83453	1094100
83453	1094101
83454	1094100
83454	1094101
83454	1094106
83454	1094115
83455	1094100
83455	1094101
83455	1094106
83455	1094115
83456	1094100
83456	1094101
83456	1094107
83456	1094116
83457	1094100
83457	1094101
83457	1094107
83457	1094116
83458	1094100
83458	1094101
83458	1094107
83458	1094116
83459	1094100
83459	1094101
83459	1094107
83459	1094116
83460	1094100
83460	1094101
83461	1094100
83461	1094101
83462	1094100
83462	1094101
83463	1094100
83463	1094101
83464	1094100
83464	1094101
83464	1094108
83464	1094117
83465	1094100
83465	1094101
83465	1094108
83465	1094117
83466	1094100
83466	1094101
83466	1094108
83466	1094117
83467	1094100
83467	1094101
83467	1094108
83467	1094117
83468	1094100
83468	1094101
83469	1094100
83469	1094101
83469	1094109
83469	1094118
83470	1094100
83470	1094101
83470	1094109
83470	1094118
83471	1094100
83471	1094101
83471	1094109
83471	1094118
83472	1094100
83472	1094101
83472	1094109
83472	1094118
83473	1094100
83473	1094101
83473	1094109
83473	1094118
83474	1094100
83474	1094101
83474	1094109
83474	1094118
83475	1094100
83475	1094101
83476	1094100
83476	1094101
83476	1094110
83476	1094119
83477	1094511
83477	1094512
83477	1094516
83477	1094521
83477	1094523
83478	1095165
83478	1095166
83478	1095201
83478	1095204
83478	1095206
83478	1095241
83479	1095165
83479	1095166
83479	1095172
83479	1095188
83479	1095201
83479	1095204
83479	1095206
83479	1095210
83479	1095227
83479	1095241
83480	1095165
83480	1095166
83480	1095201
83480	1095204
83480	1095206
83480	1095241
83481	1095165
83481	1095166
83481	1095201
83481	1095204
83481	1095206
83481	1095241
83482	1095165
83482	1095166
83482	1095176
83482	1095192
83482	1095201
83482	1095204
83482	1095206
83482	1095214
83482	1095231
83482	1095241
83483	1095165
83483	1095166
83483	1095176
83483	1095192
83483	1095201
83483	1095204
83483	1095206
83483	1095214
83483	1095231
83483	1095241
83484	1095165
83484	1095166
83484	1095176
83484	1095192
83484	1095201
83484	1095204
83484	1095206
83484	1095214
83484	1095231
83484	1095241
83485	1095165
83485	1095166
83485	1095177
83485	1095193
83485	1095201
83485	1095204
83485	1095206
83485	1095215
83485	1095232
83485	1095241
83486	1095165
83486	1095166
83486	1095177
83486	1095193
83486	1095201
83486	1095204
83486	1095206
83486	1095215
83486	1095232
83486	1095241
83487	1095165
83487	1095166
83487	1095178
83487	1095194
83487	1095201
83487	1095204
83487	1095206
83487	1095216
83487	1095233
83487	1095241
83488	1095165
83488	1095166
83488	1095201
83488	1095204
83488	1095206
83488	1095241
83489	1095165
83489	1095166
83489	1095180
83489	1095196
83489	1095201
83489	1095204
83489	1095206
83489	1095218
83489	1095235
83489	1095241
83490	1095165
83490	1095166
83490	1095181
83490	1095197
83490	1095201
83490	1095204
83490	1095206
83490	1095220
83490	1095237
83490	1095241
83491	1095165
83491	1095166
83491	1095184
83491	1095200
83491	1095201
83491	1095204
83491	1095206
83491	1095223
83491	1095240
83491	1095241
83492	1095268
83492	1095269
83492	1095272
83492	1095277
83492	1095280
83492	1095286
83492	1095292
83492	1095295
83492	1095302
83492	1095304
83492	1095307
83492	1095309
83492	1095311
83492	1095313
83492	1095315
83492	1095317
83492	1095320
83492	1095322
83492	1095324
83492	1095327
83492	1095328
83492	1095331
83492	1095332
83492	1095335
83492	1095337
83493	1095268
83493	1095269
83493	1095272
83493	1095277
83493	1095280
83493	1095286
83493	1095292
83493	1095295
83493	1095302
83493	1095304
83493	1095307
83493	1095309
83493	1095311
83493	1095313
83493	1095315
83493	1095317
83493	1095320
83493	1095322
83493	1095324
83493	1095327
83493	1095328
83493	1095331
83493	1095332
83493	1095335
83493	1095337
83494	1095268
83494	1095269
83494	1095273
83494	1095277
83494	1095281
83494	1095287
83494	1095292
83494	1095296
83494	1095302
83494	1095304
83494	1095307
83494	1095309
83494	1095311
83494	1095313
83494	1095315
83494	1095317
83494	1095320
83494	1095322
83494	1095324
83494	1095328
83494	1095332
83494	1095335
83494	1095337
83495	1095268
83495	1095269
83495	1095273
83495	1095277
83495	1095281
83495	1095287
83495	1095292
83495	1095296
83495	1095302
83495	1095304
83495	1095307
83495	1095309
83495	1095311
83495	1095313
83495	1095315
83495	1095317
83495	1095320
83495	1095322
83495	1095324
83495	1095328
83495	1095332
83495	1095335
83495	1095337
83496	1095268
83496	1095269
83496	1095273
83496	1095277
83496	1095281
83496	1095287
83496	1095292
83496	1095296
83496	1095302
83496	1095304
83496	1095307
83496	1095309
83496	1095311
83496	1095313
83496	1095315
83496	1095317
83496	1095320
83496	1095322
83496	1095324
83496	1095328
83496	1095332
83496	1095335
83496	1095337
83497	1095268
83497	1095269
83497	1095273
83497	1095277
83497	1095281
83497	1095287
83497	1095292
83497	1095296
83497	1095302
83497	1095304
83497	1095307
83497	1095309
83497	1095311
83497	1095313
83497	1095315
83497	1095317
83497	1095320
83497	1095322
83497	1095324
83497	1095328
83497	1095332
83497	1095335
83497	1095337
83498	1095268
83498	1095269
83498	1095277
83498	1095292
83498	1095302
83498	1095304
83498	1095307
83498	1095309
83498	1095311
83498	1095313
83498	1095315
83498	1095317
83498	1095320
83498	1095322
83498	1095324
83498	1095328
83498	1095332
83498	1095335
83498	1095337
83499	1095268
83499	1095269
83499	1095277
83499	1095292
83499	1095302
83499	1095304
83499	1095307
83499	1095309
83499	1095311
83499	1095313
83499	1095315
83499	1095317
83499	1095320
83499	1095322
83499	1095324
83499	1095328
83499	1095332
83499	1095335
83499	1095337
83500	1095268
83500	1095269
83500	1095274
83500	1095277
83500	1095282
83500	1095288
83500	1095292
83500	1095297
83500	1095302
83500	1095304
83500	1095307
83500	1095309
83500	1095311
83500	1095313
83500	1095315
83500	1095317
83500	1095320
83500	1095322
83500	1095324
83500	1095328
83500	1095332
83500	1095335
83500	1095337
83501	1095268
83501	1095269
83501	1095274
83501	1095277
83501	1095282
83501	1095288
83501	1095292
83501	1095297
83501	1095302
83501	1095304
83501	1095307
83501	1095309
83501	1095311
83501	1095313
83501	1095315
83501	1095317
83501	1095320
83501	1095322
83501	1095324
83501	1095328
83501	1095332
83501	1095335
83501	1095337
83502	1095268
83502	1095269
83502	1095274
83502	1095277
83502	1095282
83502	1095288
83502	1095292
83502	1095297
83502	1095302
83502	1095304
83502	1095307
83502	1095309
83502	1095311
83502	1095313
83502	1095315
83502	1095317
83502	1095320
83502	1095322
83502	1095324
83502	1095328
83502	1095332
83502	1095335
83502	1095337
83503	1095268
83503	1095269
83503	1095274
83503	1095277
83503	1095282
83503	1095288
83503	1095292
83503	1095297
83503	1095302
83503	1095304
83503	1095307
83503	1095309
83503	1095311
83503	1095313
83503	1095315
83503	1095317
83503	1095320
83503	1095322
83503	1095324
83503	1095328
83503	1095332
83503	1095335
83503	1095337
83504	1095268
83504	1095269
83504	1095274
83504	1095277
83504	1095282
83504	1095288
83504	1095292
83504	1095297
83504	1095302
83504	1095304
83504	1095307
83504	1095309
83504	1095311
83504	1095313
83504	1095315
83504	1095317
83504	1095320
83504	1095322
83504	1095324
83504	1095328
83504	1095332
83504	1095335
83504	1095337
83505	1095268
83505	1095269
83505	1095274
83505	1095277
83505	1095282
83505	1095288
83505	1095292
83505	1095297
83505	1095302
83505	1095304
83505	1095307
83505	1095309
83505	1095311
83505	1095313
83505	1095315
83505	1095317
83505	1095320
83505	1095322
83505	1095324
83505	1095328
83505	1095332
83505	1095335
83505	1095337
83506	1095268
83506	1095269
83506	1095274
83506	1095277
83506	1095282
83506	1095288
83506	1095292
83506	1095297
83506	1095302
83506	1095304
83506	1095307
83506	1095309
83506	1095311
83506	1095313
83506	1095315
83506	1095317
83506	1095320
83506	1095322
83506	1095324
83506	1095328
83506	1095332
83506	1095335
83506	1095337
83507	1095268
83507	1095269
83507	1095274
83507	1095277
83507	1095282
83507	1095288
83507	1095292
83507	1095297
83507	1095302
83507	1095304
83507	1095307
83507	1095309
83507	1095311
83507	1095313
83507	1095315
83507	1095317
83507	1095320
83507	1095322
83507	1095324
83507	1095328
83507	1095332
83507	1095335
83507	1095337
83508	1095268
83508	1095269
83508	1095274
83508	1095277
83508	1095282
83508	1095288
83508	1095292
83508	1095297
83508	1095302
83508	1095304
83508	1095307
83508	1095309
83508	1095311
83508	1095313
83508	1095315
83508	1095317
83508	1095320
83508	1095322
83508	1095324
83508	1095328
83508	1095332
83508	1095335
83508	1095337
83509	1095268
83509	1095269
83509	1095274
83509	1095277
83509	1095282
83509	1095288
83509	1095292
83509	1095297
83509	1095302
83509	1095304
83509	1095307
83509	1095309
83509	1095311
83509	1095313
83509	1095315
83509	1095317
83509	1095320
83509	1095322
83509	1095324
83509	1095328
83509	1095332
83509	1095335
83509	1095337
83510	1095268
83510	1095269
83510	1095274
83510	1095277
83510	1095282
83510	1095288
83510	1095292
83510	1095297
83510	1095302
83510	1095304
83510	1095307
83510	1095309
83510	1095311
83510	1095313
83510	1095315
83510	1095317
83510	1095320
83510	1095322
83510	1095324
83510	1095328
83510	1095332
83510	1095335
83510	1095337
83511	1095268
83511	1095269
83511	1095274
83511	1095277
83511	1095282
83511	1095288
83511	1095292
83511	1095297
83511	1095302
83511	1095304
83511	1095307
83511	1095309
83511	1095311
83511	1095313
83511	1095315
83511	1095317
83511	1095320
83511	1095322
83511	1095324
83511	1095328
83511	1095332
83511	1095335
83511	1095337
83512	1095268
83512	1095269
83512	1095274
83512	1095277
83512	1095282
83512	1095288
83512	1095292
83512	1095297
83512	1095302
83512	1095304
83512	1095307
83512	1095309
83512	1095311
83512	1095313
83512	1095315
83512	1095317
83512	1095320
83512	1095322
83512	1095324
83512	1095328
83512	1095332
83512	1095335
83512	1095337
83513	1095268
83513	1095269
83513	1095277
83513	1095292
83513	1095302
83513	1095304
83513	1095307
83513	1095309
83513	1095311
83513	1095313
83513	1095315
83513	1095317
83513	1095320
83513	1095322
83513	1095324
83513	1095328
83513	1095332
83513	1095335
83513	1095337
83514	1095268
83514	1095269
83514	1095275
83514	1095277
83514	1095283
83514	1095289
83514	1095292
83514	1095298
83514	1095302
83514	1095304
83514	1095307
83514	1095309
83514	1095311
83514	1095313
83514	1095315
83514	1095317
83514	1095320
83514	1095322
83514	1095324
83514	1095328
83514	1095332
83514	1095335
83514	1095337
83515	1095268
83515	1095269
83515	1095275
83515	1095277
83515	1095283
83515	1095289
83515	1095292
83515	1095298
83515	1095302
83515	1095304
83515	1095307
83515	1095309
83515	1095311
83515	1095313
83515	1095315
83515	1095317
83515	1095320
83515	1095322
83515	1095324
83515	1095328
83515	1095332
83515	1095335
83515	1095337
83516	1095268
83516	1095269
83516	1095275
83516	1095277
83516	1095283
83516	1095289
83516	1095292
83516	1095298
83516	1095302
83516	1095304
83516	1095307
83516	1095309
83516	1095311
83516	1095313
83516	1095315
83516	1095317
83516	1095320
83516	1095322
83516	1095324
83516	1095328
83516	1095332
83516	1095335
83516	1095337
83517	1095268
83517	1095269
83517	1095275
83517	1095277
83517	1095283
83517	1095289
83517	1095292
83517	1095298
83517	1095302
83517	1095304
83517	1095307
83517	1095309
83517	1095311
83517	1095313
83517	1095315
83517	1095317
83517	1095320
83517	1095322
83517	1095324
83517	1095328
83517	1095332
83517	1095335
83517	1095337
83518	1095268
83518	1095269
83518	1095275
83518	1095277
83518	1095283
83518	1095289
83518	1095292
83518	1095298
83518	1095302
83518	1095304
83518	1095307
83518	1095309
83518	1095311
83518	1095313
83518	1095315
83518	1095317
83518	1095320
83518	1095322
83518	1095324
83518	1095328
83518	1095332
83518	1095335
83518	1095337
83519	1095268
83519	1095269
83519	1095275
83519	1095277
83519	1095283
83519	1095289
83519	1095292
83519	1095298
83519	1095302
83519	1095304
83519	1095307
83519	1095309
83519	1095311
83519	1095313
83519	1095315
83519	1095317
83519	1095320
83519	1095322
83519	1095324
83519	1095328
83519	1095332
83519	1095335
83519	1095337
83520	1095268
83520	1095269
83520	1095275
83520	1095277
83520	1095283
83520	1095289
83520	1095292
83520	1095298
83520	1095302
83520	1095304
83520	1095307
83520	1095309
83520	1095311
83520	1095313
83520	1095315
83520	1095317
83520	1095320
83520	1095322
83520	1095324
83520	1095328
83520	1095332
83520	1095335
83520	1095337
83521	1095268
83521	1095269
83521	1095277
83521	1095292
83521	1095302
83521	1095304
83521	1095307
83521	1095309
83521	1095311
83521	1095313
83521	1095315
83521	1095317
83521	1095320
83521	1095322
83521	1095324
83521	1095328
83521	1095332
83521	1095335
83521	1095337
83522	1095268
83522	1095269
83522	1095277
83522	1095292
83522	1095302
83522	1095304
83522	1095307
83522	1095309
83522	1095311
83522	1095313
83522	1095315
83522	1095317
83522	1095320
83522	1095322
83522	1095324
83522	1095328
83522	1095332
83522	1095335
83522	1095337
83523	1095268
83523	1095269
83523	1095277
83523	1095292
83523	1095302
83523	1095304
83523	1095307
83523	1095309
83523	1095311
83523	1095313
83523	1095315
83523	1095317
83523	1095320
83523	1095322
83523	1095324
83523	1095328
83523	1095332
83523	1095335
83523	1095337
83524	1095268
83524	1095269
83524	1095277
83524	1095284
83524	1095290
83524	1095292
83524	1095294
83524	1095299
83524	1095302
83524	1095304
83524	1095307
83524	1095309
83524	1095311
83524	1095313
83524	1095315
83524	1095317
83524	1095320
83524	1095322
83524	1095324
83524	1095328
83524	1095332
83524	1095335
83524	1095337
83525	1095268
83525	1095269
83525	1095276
83525	1095277
83525	1095285
83525	1095291
83525	1095292
83525	1095300
83525	1095301
83525	1095302
83525	1095304
83525	1095306
83525	1095307
83525	1095309
83525	1095311
83525	1095313
83525	1095315
83525	1095317
83525	1095319
83525	1095320
83525	1095322
83525	1095324
83525	1095328
83525	1095332
83525	1095335
83525	1095337
83526	1095268
83526	1095269
83526	1095276
83526	1095277
83526	1095285
83526	1095292
83526	1095301
83526	1095302
83526	1095304
83526	1095306
83526	1095307
